Year,Team,wins,losses,PF,yards,plays,yards/play,TO,Fumbles Lost,1st downs,completions,pass attempts,pass yards,pass td,int,net yards per pass att,pass 1st downs,Unnamed: 17,rush yards,rush td,rush yards per att,rush 1st downs,penalties,pen yards,pen 1st downs,number drives,score percentage,turnover percentage,avg start,avg time per drive,avg plays per drive,avg yards per drive,avg points per drive,SB,Winner,Winner Pts,Loser,Loser Pts
2008,8,4,12,232,3985,921,4.3,26,6,233,238,488,2380,11,20,4.6,127,409,1605,6,3.9,84,100,669,22,172,27.3,14.5,Own 29.8,2:34,5.57,23.1,1.22, 42,17,17,1,14
2008,11,13,3,375,5018,973,5.2,17,8,268,265,453,2819,13,9,6.1,143,508,2199,24,4.3,108,108,855,17,191,34.6,8.9,Own 32.4,2:27,5.27,26.1,1.81, 42,17,17,1,14
2008,9,12,4,377,5368,969,5.5,17,5,321,393,585,4094,27,12,6.8,220,370,1274,13,3.4,80,86,619,21,150,40.7,10.0,Own 28.2,3:03,6.63,35.8,2.31, 42,17,17,1,14
2008,12,8,8,366,6113,1019,6.0,32,12,340,367,555,4267,21,20,7.3,210,432,1846,16,4.3,106,80,664,24,173,38.2,17.3,Own 29.8,2:58,6.08,35.3,2.0, 42,17,17,1,14
2008,10,5,11,302,5106,1005,5.1,24,11,312,335,537,3332,15,13,5.8,183,426,1774,17,4.2,107,104,813,22,172,29.7,12.8,Own 27.3,2:56,5.99,29.7,1.63, 42,17,17,1,14
2008,15,8,8,439,5584,924,6.0,20,9,301,312,478,3858,34,11,7.7,191,421,1726,13,4.1,92,95,748,18,170,43.5,10.6,Own 30.6,2:43,5.62,32.8,2.41, 42,17,17,1,14
2008,13,8,8,370,6333,1019,6.2,30,12,354,386,620,4471,25,18,7.1,223,387,1862,15,4.8,103,77,739,28,167,38.9,17.4,Own 26.0,2:45,6.31,37.9,2.13, 42,17,17,1,14
2008,16,5,11,263,4356,919,4.7,23,12,225,222,421,2369,13,11,5.2,123,459,1987,9,4.3,87,109,823,15,187,24.6,11.8,Own 30.3,2:26,5.07,23.0,1.21, 42,17,17,1,14
2008,14,2,14,291,4939,957,5.2,24,8,273,310,541,3129,23,16,5.4,161,379,1810,9,4.8,94,78,645,18,178,27.0,12.4,Own 27.8,2:31,5.5,27.6,1.53, 42,17,17,1,14
2008,17,12,4,427,5695,1021,5.6,13,3,338,298,491,3177,23,10,6.1,176,502,2518,19,5.0,130,102,821,32,178,43.8,7.3,Own 32.3,3:00,5.96,32.0,2.26, 42,17,17,1,14
2008,20,9,6,416,5608,1056,5.3,26,10,318,362,606,3911,23,16,6.2,204,427,1697,15,4.0,94,74,635,20,200,35.5,11.5,Own 31.2,2:31,5.48,28.0,1.83, 42,17,17,1,14
2008,19,9,7,362,5512,979,5.6,33,13,291,328,547,3789,29,20,6.6,171,401,1723,12,4.3,102,120,957,18,190,32.1,16.3,Own 29.5,2:32,5.27,28.9,1.83, 42,17,17,1,14
2008,18,8,8,265,5120,1026,5.0,18,12,295,318,510,3025,14,6,5.5,165,478,2095,12,4.4,109,83,644,21,178,29.2,9.6,Own 31.8,2:50,5.97,28.7,1.46, 42,17,17,1,14
2008,22,10,6,379,5288,1014,5.2,31,14,292,267,452,2956,22,17,6.0,150,519,2332,15,4.5,119,90,692,23,190,34.7,14.7,Own 29.3,2:38,5.52,27.7,1.82, 42,17,17,1,14
2008,21,9,7,375,4734,991,4.8,27,13,264,304,528,3061,20,14,5.5,153,434,1673,15,3.9,98,78,610,13,203,30.5,11.3,Own 33.4,2:15,5.03,23.3,1.63, 42,17,17,1,14
2008,24,6,10,419,5618,1012,5.6,21,8,299,343,541,3813,28,13,6.6,182,437,1805,11,4.1,99,110,984,18,179,36.9,11.2,Own 28.2,2:50,5.84,31.2,1.98, 42,17,17,1,14
2008,23,0,16,268,4292,913,4.7,29,10,234,281,509,2960,18,19,5.3,143,352,1332,10,3.8,70,88,729,21,187,26.2,15.0,Own 27.9,2:19,5.01,22.9,1.39, 42,17,17,1,14
2008,26,12,4,414,5595,938,6.0,19,7,287,246,414,3158,15,12,7.3,152,504,2437,30,4.8,118,94,637,17,192,38.0,9.9,Own 31.8,2:27,5.05,29.2,2.08, 42,17,17,1,14
2008,27,11,5,391,5779,1011,5.7,21,10,313,265,434,3336,16,11,7.4,157,560,2443,23,4.4,131,71,591,25,174,39.7,10.3,Own 30.6,2:52,5.99,33.1,2.11, 42,17,17,1,14
2008,25,9,7,361,5456,1045,5.2,26,13,298,355,562,3619,18,13,6.1,184,451,1837,13,4.1,100,95,834,14,189,33.3,12.7,Own 32.4,2:43,5.73,28.8,1.66, 42,17,17,1,14
2008,28,8,8,463,6571,1047,6.3,26,8,354,413,636,4977,34,18,7.7,232,398,1594,20,4.0,103,86,797,19,178,42.7,14.0,Own 29.9,2:44,6.03,36.7,2.49, 42,17,17,1,14
2008,31,9,7,427,5852,998,5.9,30,15,328,418,630,4674,31,15,7.1,231,340,1178,14,3.5,72,107,781,25,178,39.3,15.7,Own 30.8,2:43,5.76,32.9,2.19, 42,17,17,1,14
2008,32,7,9,339,4978,961,5.2,35,16,287,309,509,3379,21,19,6.0,176,397,1599,10,4.0,83,98,732,28,185,33.0,18.4,Own 29.2,2:33,5.37,26.7,1.68, 42,17,17,1,14
2008,29,4,12,294,4385,927,4.7,27,12,265,262,474,2617,18,15,5.1,142,417,1768,10,4.2,104,79,601,19,176,29.5,13.6,Own 30.9,2:25,5.43,25.0,1.52, 42,17,17,1,14
2008,30,2,14,232,4596,982,4.7,31,12,249,292,520,2947,11,19,5.2,140,417,1649,8,4.0,95,97,718,14,190,26.3,16.3,Own 27.2,2:29,5.36,24.2,1.19, 42,17,17,1,14
2007,1,16,0,589,6580,1058,6.2,15,6,393,403,586,4731,50,9,7.8,243,451,1849,17,4.1,124,78,690,26,167,52.7,7.8,Own 32.3,3:07,6.48,39.3,3.19, 41,9,29,21,17
2007,3,7,9,252,4434,919,4.8,21,7,248,263,445,2634,12,14,5.6,141,448,1800,8,4.0,91,78,633,16,177,24.9,11.9,Own 30.4,2:36,5.34,24.8,1.2, 41,9,29,21,17
2007,4,4,12,268,4715,1011,4.7,25,6,286,310,512,3014,15,19,5.3,173,446,1701,6,3.8,92,63,486,21,171,29.2,14.0,Own 30.3,2:43,6.13,27.5,1.37, 41,9,29,21,17
2007,2,1,15,267,4600,989,4.7,29,13,283,318,558,3031,12,16,5.1,162,389,1569,14,4.0,107,91,732,14,175,26.9,16.0,Own 27.7,2:42,5.78,26.0,1.4, 41,9,29,21,17
2007,6,10,6,393,5239,1000,5.2,22,8,298,282,442,3071,34,14,6.3,179,511,2168,9,4.2,108,80,651,11,175,37.7,11.4,Own 32.4,3:04,5.86,29.8,2.11, 41,9,29,21,17
2007,8,10,6,402,5621,1004,5.6,29,9,315,305,545,3726,29,20,6.6,192,440,1895,13,4.3,110,114,868,13,192,35.4,14.6,Own 33.2,2:27,5.39,29.2,1.94, 41,9,29,21,17
2007,5,7,9,380,5568,1008,5.5,30,10,320,373,575,4012,26,20,6.8,213,416,1556,10,3.7,81,90,670,26,177,37.9,15.3,Own 31.1,2:39,5.89,31.4,1.95, 41,9,29,21,17
2007,7,5,11,275,4832,1042,4.6,40,26,291,341,557,3035,13,14,5.1,175,446,1797,11,4.0,96,107,873,20,186,27.4,18.3,Own 29.5,2:41,5.78,25.9,1.34, 41,9,29,21,17
2007,9,13,3,450,5739,1020,5.6,19,5,357,355,551,4033,32,14,7.0,212,446,1706,19,3.8,119,67,515,26,166,44.6,11.4,Own 31.8,2:52,6.32,34.6,2.57, 41,9,29,21,17
2007,10,11,5,411,5719,1022,5.6,21,13,328,288,469,3328,28,8,6.7,180,522,2391,18,4.6,127,76,594,21,169,39.6,10.1,Own 30.2,3:02,6.2,33.8,2.28, 41,9,29,21,17
2007,11,10,6,301,4987,1037,4.8,34,17,306,288,464,2878,9,17,5.8,171,543,2109,17,3.9,118,101,773,17,189,32.3,16.9,Own 32.5,2:42,5.69,26.3,1.52, 41,9,29,21,17
2007,12,8,8,379,5337,968,5.5,38,17,295,346,529,3751,24,21,6.8,190,417,1586,12,3.8,96,82,636,9,172,35.5,20.9,Own 29.6,2:45,5.8,30.8,1.9, 41,9,29,21,17
2007,15,11,5,412,5044,980,5.1,24,8,278,281,471,3005,22,16,6.1,158,485,2039,19,4.2,104,94,761,16,191,34.0,12.6,Own 31.8,2:31,5.28,26.4,1.88, 41,9,29,21,17
2007,13,7,9,320,5541,976,5.7,29,14,305,326,515,3584,21,15,6.6,187,429,1957,10,4.6,96,90,610,22,177,32.8,14.7,Own 28.0,2:40,5.69,31.1,1.68, 41,9,29,21,17
2007,14,4,12,226,4429,1001,4.4,33,13,255,335,563,3181,17,20,5.1,171,383,1248,6,3.3,66,101,697,18,194,21.6,15.5,Own 28.1,2:29,5.3,22.8,1.12, 41,9,29,21,17
2007,16,4,12,283,4717,1000,4.7,37,17,267,260,451,2631,17,20,5.3,133,508,2086,11,4.1,111,120,864,23,191,26.7,17.3,Own 29.6,2:38,5.4,24.6,1.39, 41,9,29,21,17
2007,19,13,3,455,5851,975,6.0,24,5,322,342,531,4105,36,19,7.4,217,419,1746,14,4.2,83,104,815,22,182,41.8,12.6,Own 31.9,2:41,5.53,32.1,2.35, 41,9,29,21,17
2007,17,10,6,373,5302,1041,5.1,34,14,321,302,544,3154,23,20,5.5,167,469,2148,15,4.6,119,77,652,35,189,32.3,17.5,Own 31.5,2:39,5.65,28.1,1.77, 41,9,29,21,17
2007,18,9,7,334,5334,1052,5.1,29,18,307,319,525,3463,18,11,6.3,192,498,1871,15,3.8,103,90,751,12,193,32.1,15.0,Own 32.0,2:35,5.63,27.4,1.65, 41,9,29,21,17
2007,20,8,8,336,5729,1047,5.5,27,12,323,350,577,3755,24,15,6.0,186,421,1974,12,4.7,118,83,649,19,182,34.1,13.2,Own 29.2,2:43,5.93,31.5,1.86, 41,9,29,21,17
2007,24,13,3,435,5931,985,6.0,24,9,307,383,578,4334,30,15,7.3,210,388,1597,13,4.1,69,113,1006,28,190,38.9,12.1,Own 31.5,2:33,5.39,31.0,2.07, 41,9,29,21,17
2007,22,8,8,365,5379,964,5.6,30,16,294,249,432,2745,12,14,5.8,139,494,2634,22,5.3,131,86,662,24,190,28.4,15.3,Own 27.7,2:29,5.2,28.2,1.57, 41,9,29,21,17
2007,23,7,9,346,5166,965,5.4,36,14,303,368,587,3878,19,22,6.0,203,324,1288,13,4.0,73,100,676,27,189,32.3,18.5,Own 29.7,2:21,5.29,27.3,1.65, 41,9,29,21,17
2007,21,7,9,334,4692,1035,4.5,34,13,266,327,569,3362,18,21,5.5,168,423,1330,8,3.1,74,111,839,24,205,27.8,15.1,Own 34.5,2:13,5.22,22.8,1.34, 41,9,29,21,17
2007,25,9,7,334,5229,975,5.4,20,12,281,316,490,3357,18,8,6.4,162,449,1872,15,4.2,98,81,614,21,185,33.0,9.7,Own 33.1,2:38,5.45,28.2,1.7, 41,9,29,21,17
2007,26,7,9,267,4559,989,4.6,29,12,255,285,505,2735,19,17,5.1,142,451,1824,7,4.0,85,95,801,28,189,26.5,13.8,Own 28.7,2:26,5.38,23.9,1.34, 41,9,29,21,17
2007,28,7,9,379,5780,1060,5.5,30,12,346,440,652,4314,28,18,6.5,232,392,1466,14,3.7,94,68,581,20,180,31.7,16.1,Own 28.5,2:46,6.01,32.1,1.88, 41,9,29,21,17
2007,27,4,12,259,4813,987,4.9,24,9,248,336,555,3293,18,15,5.5,161,385,1520,7,3.9,73,105,891,14,194,26.3,12.4,Own 31.0,2:22,5.26,24.7,1.3, 41,9,29,21,17
2007,29,10,6,393,5583,1056,5.3,24,11,323,371,590,3964,30,13,6.3,211,430,1619,9,3.8,93,59,428,19,202,33.2,11.4,Own 31.7,2:22,5.4,27.5,1.77, 41,9,29,21,17
2007,31,8,8,404,5505,1016,5.4,36,12,308,356,590,4065,32,24,6.6,210,402,1440,9,3.6,70,137,1128,28,197,32.0,18.3,Own 32.5,2:29,5.31,27.6,1.81, 41,9,29,21,17
2007,32,5,11,219,3797,925,4.1,34,17,218,274,513,2320,15,17,4.1,140,357,1477,8,4.1,65,97,702,13,203,19.7,15.8,Own 32.3,2:08,4.65,18.6,1.04, 41,9,29,21,17
2007,30,3,13,263,4760,1026,4.6,37,9,281,333,574,3233,19,28,5.2,193,404,1527,5,3.8,65,94,794,23,193,24.9,18.7,Own 28.4,2:30,5.49,24.6,1.24, 41,9,29,21,17
2006,1,12,4,385,5369,1055,5.1,27,15,330,326,527,3400,25,12,6.1,181,499,1969,20,3.9,121,98,940,28,189,34.4,13.8,Own 32.6,2:40,5.72,28.5,1.98, 40,6,21,29,10
2006,4,10,6,316,4891,1013,4.8,25,9,289,313,488,3153,17,16,6.0,161,491,1738,15,3.5,99,70,560,29,176,31.8,13.6,Own 30.8,2:49,5.91,27.7,1.68, 40,6,21,29,10
2006,3,7,9,300,4271,898,4.8,29,15,234,268,431,2719,19,14,5.7,132,420,1552,9,3.7,82,87,629,20,186,27.4,15.1,Own 31.2,2:25,4.96,22.8,1.42, 40,6,21,29,10
2006,2,6,10,260,4960,1034,4.8,25,6,281,342,591,3287,16,19,5.2,180,402,1673,7,4.2,82,90,789,19,190,25.8,12.6,Own 31.5,2:32,5.63,26.0,1.26, 40,6,21,29,10
2006,7,13,3,353,5072,1017,5.0,23,9,282,328,524,3435,21,14,6.3,179,476,1637,11,3.4,86,109,878,17,192,31.3,11.5,Own 33.5,2:44,5.45,26.2,1.6, 40,6,21,29,10
2006,5,8,8,373,5462,994,5.5,24,11,313,327,523,3833,28,13,6.9,200,435,1629,14,3.7,88,92,717,25,188,35.6,12.2,Own 31.0,2:26,5.45,29.0,1.96, 40,6,21,29,10
2006,6,8,8,353,5725,1041,5.5,37,14,327,312,523,3733,23,23,6.5,201,469,1992,16,4.2,100,69,611,26,188,31.4,18.1,Own 28.0,2:41,5.68,30.3,1.77, 40,6,21,29,10
2006,8,4,12,238,4233,938,4.5,42,17,250,318,512,2898,15,25,5.1,153,372,1335,7,3.6,72,74,687,25,188,22.9,21.3,Own 31.3,2:31,5.15,22.5,1.15, 40,6,21,29,10
2006,9,12,4,427,6070,1011,6.0,19,10,376,362,557,4308,31,9,7.5,241,439,1762,17,4.0,112,86,718,23,156,47.4,10.9,Own 28.8,3:02,6.67,38.9,2.65, 40,6,21,29,10
2006,11,8,8,324,4810,945,5.1,26,7,261,226,447,2596,13,19,5.5,133,469,2214,15,4.7,105,94,803,23,187,26.7,13.9,Own 30.0,2:21,5.2,25.6,1.4, 40,6,21,29,10
2006,10,8,8,371,5423,989,5.5,23,9,293,266,446,2882,17,14,6.1,147,513,2541,23,5.0,127,97,810,19,188,35.1,11.2,Own 33.2,2:45,5.43,28.8,1.9, 40,6,21,29,10
2006,12,6,10,267,4463,955,4.7,25,12,282,329,481,2778,14,13,5.3,156,431,1685,13,3.9,106,90,761,20,169,27.2,13.6,Own 28.0,2:47,5.8,26.4,1.46, 40,6,21,29,10
2006,15,14,2,492,5840,1016,5.7,15,6,321,287,466,3262,24,9,6.6,169,522,2578,32,4.9,137,90,791,15,190,43.2,6.8,Own 32.1,2:40,5.5,30.6,2.47, 40,6,21,29,10
2006,14,9,7,331,5143,1004,5.1,26,14,310,272,450,3000,18,12,6.1,184,513,2143,17,4.2,105,76,577,21,182,32.4,12.6,Own 31.8,2:41,5.69,28.0,1.74, 40,6,21,29,10
2006,13,9,7,319,4951,973,5.1,30,12,285,256,454,2799,20,18,5.8,151,488,2152,12,4.4,106,67,478,28,192,30.7,14.6,Own 27.0,2:32,5.22,25.7,1.59, 40,6,21,29,10
2006,16,2,14,168,3939,949,4.2,46,22,243,263,483,2420,7,24,4.4,144,394,1519,5,3.9,73,111,847,26,180,16.7,25.0,Own 30.9,2:30,5.41,21.6,0.77, 40,6,21,29,10
2006,20,10,6,398,6103,988,6.2,24,15,312,323,544,4119,31,9,7.2,189,416,1984,13,4.8,106,112,983,17,183,33.9,11.5,Own 30.0,2:32,5.52,33.2,1.98, 40,6,21,29,10
2006,19,9,7,425,5772,1015,5.7,30,9,336,310,506,3836,26,21,7.1,197,472,1936,21,4.1,107,100,939,32,176,38.1,15.3,Own 31.7,2:49,5.93,32.6,2.21, 40,6,21,29,10
2006,17,8,8,355,5214,1003,5.2,28,10,304,301,523,3058,24,18,5.6,163,455,2156,14,4.7,120,101,881,21,190,32.6,13.7,Own 32.2,2:31,5.43,27.5,1.8, 40,6,21,29,10
2006,18,5,11,307,5243,979,5.4,17,7,295,274,470,3027,19,10,6.2,150,490,2216,13,4.5,123,106,939,22,179,30.2,9.5,Own 29.1,2:42,5.64,29.2,1.62, 40,6,21,29,10
2006,21,13,3,427,5199,1042,5.0,36,14,300,282,514,3281,24,22,6.1,161,503,1918,14,3.8,103,112,923,36,201,34.8,15.9,Own 32.6,2:28,5.36,25.8,1.8, 40,6,21,29,10
2006,24,8,8,301,5458,1085,5.0,33,15,301,350,630,3795,18,18,5.8,185,431,1663,9,3.9,93,90,689,23,199,26.6,16.1,Own 30.4,2:28,5.63,27.3,1.34, 40,6,21,29,10
2006,22,6,10,282,4943,1025,4.8,32,12,272,332,540,3123,13,20,5.4,160,442,1820,12,4.1,87,123,903,25,197,23.9,15.7,Own 29.9,2:35,5.33,25.1,1.24, 40,6,21,29,10
2006,23,3,13,305,4949,963,5.1,39,17,290,372,596,3820,21,22,5.8,208,304,1129,9,3.7,53,116,939,29,185,31.9,21.1,Own 29.7,2:24,5.38,26.7,1.61, 40,6,21,29,10
2006,28,10,6,413,6264,1075,5.8,23,10,330,372,580,4503,27,13,7.5,207,472,1761,19,3.7,99,79,597,24,190,36.8,12.1,Own 29.2,2:41,5.79,33.0,2.09, 40,6,21,29,10
2006,26,8,8,270,4923,994,5.0,27,10,278,325,539,3264,19,17,5.7,158,423,1659,7,3.9,100,103,744,20,197,25.4,12.7,Own 27.1,2:28,5.18,25.0,1.29, 40,6,21,29,10
2006,27,7,9,292,5310,1000,5.3,20,5,287,222,416,2371,21,15,5.1,133,537,2939,9,5.5,134,96,877,20,184,28.8,10.9,Own 30.3,2:37,5.61,28.8,1.52, 40,6,21,29,10
2006,25,4,12,211,4321,972,4.4,32,14,237,296,535,2798,14,18,4.9,133,404,1523,6,3.8,82,87,732,22,190,19.5,16.3,Own 29.0,2:24,5.23,22.7,1.01, 40,6,21,29,10
2006,29,9,7,335,4977,1045,4.8,34,12,312,292,512,3054,26,22,5.4,167,484,1923,8,4.0,112,94,700,33,197,29.9,17.3,Own 31.1,2:25,5.46,25.3,1.59, 40,6,21,29,10
2006,30,8,8,367,5767,1065,5.4,18,10,332,371,592,3962,24,8,6.2,212,424,1805,13,4.3,94,116,960,26,183,37.7,8.7,Own 28.1,2:44,6.02,31.4,1.94, 40,6,21,29,10
2006,32,7,9,298,4857,918,5.3,32,16,243,257,444,2685,16,16,5.6,132,438,2172,12,5.0,97,93,818,14,189,30.2,15.3,Own 30.0,2:27,5.04,25.7,1.5, 40,6,21,29,10
2006,31,5,11,314,5000,999,5.0,30,13,298,322,545,3662,17,17,6.3,187,419,1338,12,3.2,84,117,937,27,177,32.2,15.3,Own 29.8,2:43,5.85,28.1,1.62, 40,6,21,29,10
2005,1,10,6,379,5632,1031,5.5,24,9,334,352,564,4120,28,15,7.0,204,439,1512,16,3.4,101,110,921,29,184,34.8,13.0,Own 30.0,2:38,5.74,30.6,2.0, 39,1,24,20,21
2005,2,9,7,318,5198,1026,5.1,30,14,274,291,556,3300,22,16,5.7,159,444,1898,11,4.3,93,132,1055,22,202,28.7,14.4,Own 31.5,2:10,5.23,25.4,1.51, 39,1,24,20,21
2005,3,5,11,271,4122,930,4.4,26,10,259,269,459,2515,18,16,5.0,129,428,1607,6,3.8,96,120,897,34,177,29.9,14.1,Own 33.8,2:37,5.45,23.1,1.44, 39,1,24,20,21
2005,4,4,12,240,3970,907,4.4,34,19,251,268,470,2642,11,15,5.1,146,384,1328,10,3.5,74,98,801,31,168,25.6,16.7,Own 31.5,2:33,5.57,23.3,1.27, 39,1,24,20,21
2005,5,11,5,421,5730,1018,5.6,20,6,342,362,538,3820,32,14,6.8,203,459,1910,15,4.2,109,110,920,30,179,41.9,11.2,Own 34.3,2:45,5.87,32.0,2.31, 39,1,24,20,21
2005,6,11,5,389,5149,960,5.4,23,9,297,228,379,2926,21,14,7.1,144,549,2223,21,4.0,120,99,876,33,183,36.1,10.9,Own 33.2,2:46,5.41,28.1,2.0, 39,1,24,20,21
2005,7,6,10,265,4693,1056,4.4,36,15,286,335,562,3088,17,21,5.1,163,452,1605,5,3.6,97,139,1067,26,191,27.2,18.3,Own 30.0,2:34,5.71,24.5,1.28, 39,1,24,20,21
2005,8,6,10,232,4550,938,4.9,30,13,241,297,497,3047,15,17,5.6,149,395,1503,4,3.8,76,99,770,16,178,25.8,16.9,Own 30.5,2:31,5.43,25.4,1.2, 39,1,24,20,21
2005,9,14,2,439,5799,1000,5.8,19,8,363,347,515,4096,31,11,7.7,217,465,1703,18,3.7,116,94,690,30,165,43.6,9.1,Own 31.2,2:57,6.22,35.1,2.5, 39,1,24,20,21
2005,10,12,4,361,5149,1021,5.0,17,11,301,283,487,3190,21,6,6.1,170,502,1959,18,3.9,97,121,1006,34,193,32.1,8.3,Own 34.3,2:38,5.45,26.7,1.77, 39,1,24,20,21
2005,11,4,12,299,5122,1022,5.0,26,12,279,358,594,3597,20,14,5.8,191,397,1525,8,3.8,72,125,1002,16,193,26.4,13.5,Own 32.4,2:35,5.44,26.5,1.37, 39,1,24,20,21
2005,12,2,14,260,4053,954,4.2,24,11,243,270,449,2237,15,13,4.3,142,437,1816,9,4.2,89,106,854,12,173,28.9,12.7,Own 32.6,2:39,5.71,23.3,1.42, 39,1,24,20,21
2005,13,13,3,395,5766,1030,5.6,16,9,330,279,465,3227,18,7,6.6,162,542,2539,25,4.7,145,97,756,23,186,36.0,8.1,Own 31.8,2:49,5.71,30.9,2.01, 39,1,24,20,21
2005,14,10,6,403,6192,1059,5.8,23,13,347,317,507,3810,17,10,7.1,182,520,2382,26,4.6,138,115,890,27,183,38.3,11.5,Own 30.6,2:48,5.97,33.8,2.09, 39,1,24,20,21
2005,15,9,7,418,5567,1022,5.4,28,12,337,338,526,3495,27,16,6.3,191,465,2072,22,4.5,116,110,890,30,178,39.3,13.5,Own 29.9,2:50,5.88,31.3,2.28, 39,1,24,20,21
2005,16,4,12,290,4951,997,5.0,23,9,294,316,591,3582,21,14,5.6,189,361,1369,11,3.8,80,147,1132,25,183,28.4,11.5,Own 29.3,2:27,5.62,27.0,1.55, 39,1,24,20,21
2005,17,11,5,422,5787,1055,5.5,25,8,312,294,558,3578,24,17,6.1,172,469,2209,17,4.7,106,143,1115,34,201,37.8,11.4,Own 33.8,2:29,5.46,28.7,1.95, 39,1,24,20,21
2005,18,10,6,359,5289,1037,5.1,27,16,301,278,481,3106,25,11,6.1,166,525,2183,15,4.2,114,108,925,21,192,29.7,13.0,Own 30.0,2:39,5.51,27.5,1.72, 39,1,24,20,21
2005,19,9,7,325,5202,1071,4.9,31,14,318,300,500,3341,23,17,6.1,177,521,1861,13,3.6,97,99,739,44,194,28.9,15.5,Own 31.1,2:41,5.66,26.7,1.61, 39,1,24,20,21
2005,20,6,10,310,5109,1027,5.0,34,14,282,337,620,3677,21,20,5.6,182,365,1432,11,3.9,73,134,1130,27,218,24.8,14.7,Own 30.4,2:06,4.85,23.3,1.33, 39,1,24,20,21
2005,21,11,5,260,4101,937,4.4,28,13,233,219,418,2002,11,15,4.5,111,488,2099,11,4.3,99,105,850,23,195,22.6,12.8,Own 33.8,2:22,4.97,21.0,1.13, 39,1,24,20,21
2005,22,9,7,306,4613,945,4.9,30,14,285,323,510,3146,18,16,5.6,169,381,1467,10,3.9,83,128,1013,33,190,27.9,14.2,Own 31.6,2:25,5.15,24.3,1.43, 39,1,24,20,21
2005,23,5,11,254,4319,955,4.5,30,12,258,297,520,2848,15,18,5.2,151,404,1471,10,3.6,69,115,838,38,179,24.6,15.6,Own 30.5,2:38,5.47,24.2,1.3, 39,1,24,20,21
2005,24,4,12,298,5118,1051,4.9,45,15,318,383,626,3766,20,30,5.8,206,398,1352,11,3.4,76,119,918,36,189,27.0,22.2,Own 28.6,2:37,5.7,26.8,1.47, 39,1,24,20,21
2005,25,11,5,300,4716,985,4.8,23,9,268,303,487,2890,17,14,5.5,161,457,1826,13,4.0,83,131,1085,24,190,27.4,11.6,Own 29.6,2:38,5.33,24.8,1.45, 39,1,24,20,21
2005,26,11,5,391,4950,964,5.1,26,10,278,269,449,3271,25,16,6.9,157,487,1679,17,3.4,82,91,732,39,190,35.8,12.6,Own 33.0,2:36,5.25,26.1,1.96, 39,1,24,20,21
2005,27,8,8,351,5225,1021,5.1,29,16,313,247,451,2679,19,13,5.5,149,531,2546,17,4.8,139,114,1043,25,190,31.6,13.2,Own 30.3,2:34,5.52,27.5,1.71, 39,1,24,20,21
2005,28,3,13,235,5031,1017,4.9,43,19,312,308,553,3343,15,24,5.6,182,423,1688,8,4.0,89,135,1130,41,182,26.4,20.3,Own 28.5,2:41,5.77,27.6,1.3, 39,1,24,20,21
2005,29,13,3,452,5915,1020,5.8,17,7,361,307,474,3458,25,10,6.9,192,519,2457,29,4.7,142,94,846,27,185,38.9,8.1,Own 31.6,2:35,5.65,31.9,2.34, 39,1,24,20,21
2005,30,6,10,363,5571,1025,5.4,37,13,314,392,599,4036,23,24,6.3,209,380,1535,13,4.0,82,131,941,23,195,32.3,18.5,Own 30.6,2:30,5.42,28.5,1.71, 39,1,24,20,21
2005,31,5,11,311,5575,1075,5.2,37,16,304,419,670,4437,21,21,6.2,224,360,1138,2,3.2,58,145,1184,22,194,34.0,18.0,Own 29.5,2:35,5.77,28.7,1.49, 39,1,24,20,21
2005,32,4,12,239,3587,865,4.1,35,14,191,204,389,1898,8,21,4.3,96,428,1689,9,3.9,70,106,780,25,196,21.9,16.3,Own 27.6,2:15,4.56,18.2,1.01, 39,1,24,20,21
